O_CUSTKEY,RECENCY,FREQUENCY,MONETARY,R,F,M,RFM,RFM_SEGMENT
53588,82,12,2059932.48000,3,2,2,7,Potential
100616,162,10,2059958.71000,5,1,2,8,Potential
108592,64,19,2060081.38000,3,4,2,9,Potential
140581,50,11,2060184.75000,2,2,2,6,Need Attention
32482,95,14,2060306.04000,4,2,2,8,Potential
143702,16,11,2060342.25000,1,2,2,5,Need Attention
28640,43,12,2060361.56000,2,2,2,6,Need Attention
13829,165,13,2060435.88000,5,2,2,9,Potential
63620,179,16,2060445.61000,5,3,2,10,Potential
138892,81,13,2060465.72000,3,2,2,7,Potential
75623,42,13,2060473.51000,2,2,2,6,Need Attention
100931,89,11,2060490.09000,4,2,2,8,Potential
148190,163,14,2060555.41000,5,2,2,9,Potential
113990,23,14,2060559.14000,2,2,2,6,Need Attention
137876,154,12,2060561.87000,5,2,2,9,Potential
60308,91,12,2060600.01000,4,2,2,8,Potential
27692,169,10,2060606.72000,5,1,2,8,Potential
75416,76,15,2060638.15000,3,3,2,8,Potential
48370,70,22,2060700.77000,3,5,2,10,Potential
130838,61,14,2060701.94000,3,2,2,7,Potential
101168,137,12,2060710.15000,5,2,2,9,Potential
92102,80,14,2060779.96000,3,2,2,7,Potential
129512,86,15,2060904.57000,4,3,2,9,Potential
122294,144,13,2060948.26000,5,2,2,9,Potential
3875,178,11,2060957.60000,5,2,2,9,Potential
25397,44,10,2060993.59000,2,1,2,5,Need Attention
71405,71,15,2061005.79000,3,3,2,8,Potential
6562,112,15,2061090.15000,4,3,2,9,Potential
87223,109,13,2061126.01000,4,2,2,8,Potential
69770,113,13,2061146.88000,4,2,2,8,Potential
7301,92,12,2061217.69000,4,2,2,8,Potential
101558,22,12,2061315.53000,1,2,2,5,Need Attention
46631,17,13,2061331.25000,1,2,2,5,Need Attention
692,176,14,2061501.13000,5,2,2,9,Potential
93533,43,12,2061515.51000,2,2,2,6,Need Attention
45751,35,17,2061547.12000,2,3,2,7,Potential
91583,95,12,2061561.61000,4,2,2,8,Potential
58930,23,16,2061570.74000,1,3,2,6,Need Attention
103774,7,14,2061657.99000,1,2,2,5,Need Attention
85454,86,11,2061679.84000,4,2,2,8,Potential
79435,156,14,2061749.86000,5,2,2,9,Potential
25747,82,18,2061795.99000,3,3,2,8,Potential
48031,177,18,2061818.08000,5,3,2,10,Potential
84743,112,10,2061844.63000,4,1,2,7,Potential
101240,144,16,2061850.08000,5,3,2,10,Potential
32192,66,11,2061864.03000,3,2,2,7,Potential
29135,73,13,2061881.66000,3,2,2,7,Potential
86534,38,15,2061935.26000,2,3,2,7,Potential
18461,19,14,2062010.90000,1,2,2,5,Need Attention
53365,52,14,2062079.45000,3,3,2,8,Potential
130928,22,12,2062192.69000,1,2,2,5,Need Attention
16208,129,12,2062233.30000,5,2,2,9,Potential
3614,29,14,2062252.38000,2,2,2,6,Need Attention
19414,12,16,2062264.93000,1,3,2,6,Need Attention
17608,143,14,2062324.68000,5,2,2,9,Potential
9185,49,13,2062331.56000,2,2,2,6,Need Attention
125261,17,12,2062421.96000,1,2,2,5,Need Attention
47564,30,13,2062484.24000,2,2,2,6,Need Attention
30964,19,15,2062506.15000,1,3,2,6,Need Attention
8087,114,12,2062550.76000,4,2,2,8,Potential
44017,7,13,2062595.34000,1,2,2,5,Need Attention
107473,147,13,2062607.78000,5,2,2,9,Potential
23927,83,12,2062693.39000,4,2,2,8,Potential
31622,80,12,2062870.20000,3,2,2,7,Potential
5114,137,13,2062923.12000,5,2,2,9,Potential
49939,157,17,2062959.59000,5,3,2,10,Potential
115987,61,15,2063024.67000,3,3,2,8,Potential
88691,81,14,2063132.14000,3,2,2,7,Potential
55391,52,12,2063143.78000,3,2,2,7,Potential
111082,105,12,2063170.00000,4,2,2,8,Potential
34072,61,16,2063221.87000,3,3,2,8,Potential
26998,115,11,2063223.01000,4,2,2,8,Potential
97174,26,16,2063265.70000,2,3,2,7,Potential
70622,156,11,2063334.10000,5,2,2,9,Potential
25472,154,14,2063408.23000,5,2,2,9,Potential
32266,164,15,2063455.74000,5,3,2,10,Potential
65644,1,15,2063475.44000,1,3,2,6,Need Attention
110144,10,12,2063535.34000,1,2,2,5,Need Attention
115606,93,15,2063535.48000,4,3,2,9,Potential
52903,132,15,2063555.48000,5,3,2,10,Potential
127768,154,15,2063571.32000,5,3,2,10,Potential
73726,88,18,2063589.79000,4,3,2,9,Potential
48019,6,17,2063610.40000,1,3,2,6,Need Attention
101869,78,14,2063844.99000,3,2,2,7,Potential
144775,134,13,2063928.87000,5,2,2,9,Potential
133784,176,14,2064004.08000,5,2,2,9,Potential
138989,89,12,2064043.97000,4,2,2,8,Potential
112265,42,15,2064047.85000,2,3,2,7,Potential
75356,31,16,2064063.81000,2,3,2,7,Potential
40568,20,15,2064151.13000,1,3,2,6,Need Attention
120904,116,17,2064221.16000,4,3,2,9,Potential
68267,26,12,2064274.61000,2,2,2,6,Need Attention
144833,52,11,2064308.42000,3,2,2,7,Potential
31337,55,12,2064351.73000,3,2,2,7,Potential
48326,154,15,2064384.13000,5,3,2,10,Potential
93557,164,13,2064408.53000,5,2,2,9,Potential
4966,101,13,2064665.79000,4,2,2,8,Potential
18137,118,16,2064742.35000,4,3,2,9,Potential
142466,156,13,2064815.01000,5,2,2,9,Potential
13472,65,12,2064815.10000,3,2,2,7,Potential
131906,170,13,2064835.13000,5,2,2,9,Potential
70972,54,16,2064843.14000,3,3,2,8,Potential
100702,37,16,2064859.72000,2,3,2,7,Potential
29303,32,16,2064874.25000,2,3,2,7,Potential
3671,122,13,2064889.52000,4,2,2,8,Potential
69085,71,16,2064981.96000,3,3,2,8,Potential
80768,27,15,2065036.25000,2,3,2,7,Potential
74644,7,12,2065066.00000,1,2,2,5,Need Attention
63142,126,17,2065085.78000,5,3,2,10,Potential
117545,23,12,2065127.95000,2,2,2,6,Need Attention
104840,88,12,2065192.86000,4,2,2,8,Potential
121498,22,13,2065222.31000,1,2,2,5,Need Attention
131924,116,15,2065251.09000,4,3,2,9,Potential
1967,146,13,2065269.92000,5,2,2,9,Potential
127501,41,17,2065338.62000,2,3,2,7,Potential
147050,29,12,2065408.08000,2,2,2,6,Need Attention
67514,142,14,2065424.67000,5,3,2,10,Potential
26450,56,10,2065448.81000,3,1,2,6,Need Attention
89189,26,15,2065468.14000,2,3,2,7,Potential
125735,79,13,2065476.46000,3,2,2,7,Potential
45410,46,15,2065492.40000,2,3,2,7,Potential
118235,133,14,2065650.65000,5,2,2,9,Potential
71639,26,14,2065706.71000,2,2,2,6,Need Attention
16358,44,12,2065723.00000,2,2,2,6,Need Attention
61154,97,13,2065780.86000,4,2,2,8,Potential
62677,6,15,2065815.91000,1,3,2,6,Need Attention
83371,11,16,2065934.32000,1,3,2,6,Need Attention
11129,117,12,2065974.11000,4,2,2,8,Potential
128692,148,14,2066018.03000,5,2,2,9,Potential
80144,28,13,2066057.05000,2,2,2,6,Need Attention
143492,167,15,2066064.54000,5,3,2,10,Potential
60125,125,13,2066068.54000,5,2,2,9,Potential
56209,94,18,2066083.49000,4,3,2,9,Potential
28420,42,17,2066128.44000,2,3,2,7,Potential
92443,156,14,2066230.48000,5,2,2,9,Potential
114818,158,15,2066343.80000,5,3,2,10,Potential
5840,46,14,2066344.07000,2,2,2,6,Need Attention
126365,21,14,2066445.31000,1,2,2,5,Need Attention
47663,3,11,2066487.19000,1,2,2,5,Need Attention
3598,52,15,2066573.60000,3,3,2,8,Potential
142883,16,10,2066622.55000,1,1,2,4,Need Attention
141638,66,12,2066651.00000,3,2,2,7,Potential
143024,79,10,2066733.14000,3,2,2,7,Potential
39497,48,14,2066775.65000,2,2,2,6,Need Attention
117854,53,14,2066947.95000,3,3,2,8,Potential
100847,22,12,2066966.39000,1,2,2,5,Need Attention
133442,137,11,2067000.42000,5,2,2,9,Potential
142646,112,15,2067015.15000,4,3,2,9,Potential
123964,138,17,2067184.41000,5,3,2,10,Potential
94180,32,12,2067225.68000,2,2,2,6,Need Attention
35029,61,11,2067226.33000,3,2,2,7,Potential
29111,11,16,2067233.55000,1,3,2,6,Need Attention
125227,134,19,2067255.42000,5,4,2,11,Loyal
46103,97,12,2067267.19000,4,2,2,8,Potential
114278,82,12,2067356.43000,3,2,2,7,Potential
7643,2,13,2067403.42000,1,2,2,5,Need Attention
146851,67,15,2067594.75000,3,3,2,8,Potential
57061,63,14,2067619.77000,3,3,2,8,Potential
98453,7,18,2067650.69000,1,3,2,6,Need Attention
130382,67,17,2067673.34000,3,3,2,8,Potential
4925,1,15,2067698.82000,1,3,2,6,Need Attention
32750,82,14,2067719.90000,3,2,2,7,Potential
99572,41,11,2067789.29000,2,2,2,6,Need Attention
89059,89,16,2067853.06000,4,3,2,9,Potential
116807,39,14,2067963.84000,2,2,2,6,Need Attention
6011,39,15,2067984.33000,2,3,2,7,Potential
149846,20,11,2068030.60000,1,2,2,5,Need Attention
87004,150,17,2068122.85000,5,3,2,10,Potential
52717,5,16,2068291.63000,1,3,2,6,Need Attention
23908,11,16,2068320.48000,1,3,2,6,Need Attention
14851,7,13,2068342.90000,1,2,2,5,Need Attention
116776,9,18,2068367.70000,1,3,2,6,Need Attention
117760,27,14,2068371.65000,2,2,2,6,Need Attention
84475,95,14,2068385.76000,4,2,2,8,Potential
26012,158,13,2068496.23000,5,2,2,9,Potential
98147,38,17,2068556.35000,2,3,2,7,Potential
124226,4,12,2068578.02000,1,2,2,5,Need Attention
73585,5,15,2068589.45000,1,3,2,6,Need Attention
44129,3,15,2068627.64000,1,3,2,6,Need Attention
107533,98,13,2068643.30000,4,2,2,8,Potential
32440,176,17,2068713.85000,5,3,2,10,Potential
52699,139,21,2068745.91000,5,4,2,11,Loyal
143017,158,19,2068820.02000,5,4,2,11,Loyal
51338,137,13,2068842.90000,5,2,2,9,Potential
63928,70,13,2068844.44000,3,2,2,7,Potential
89507,127,12,2068909.03000,5,2,2,9,Potential
2728,72,18,2068924.04000,3,3,2,8,Potential
145094,179,11,2069013.48000,5,2,2,9,Potential
127841,97,13,2069051.40000,4,2,2,8,Potential
50660,12,14,2069094.86000,1,3,2,6,Need Attention
92848,40,16,2069175.69000,2,3,2,7,Potential
129451,67,13,2069234.69000,3,2,2,7,Potential
141599,76,15,2069366.42000,3,3,2,8,Potential
74666,139,12,2069473.51000,5,2,2,9,Potential
89461,105,17,2069529.25000,4,3,2,9,Potential
107906,103,12,2069571.31000,4,2,2,8,Potential
93745,66,12,2069585.54000,3,2,2,7,Potential
16567,42,14,2069599.72000,2,2,2,6,Need Attention
112394,115,11,2069678.15000,4,2,2,8,Potential
106892,100,10,2069777.63000,4,1,2,7,Potential
43007,65,13,2069860.80000,3,2,2,7,Potential
82235,9,12,2069902.10000,1,2,2,5,Need Attention
114793,78,16,2069916.73000,3,3,2,8,Potential
18907,87,17,2069928.64000,4,3,2,9,Potential
51001,108,16,2069953.93000,4,3,2,9,Potential
11648,155,16,2070014.55000,5,3,2,10,Potential
9818,129,14,2070041.25000,5,2,2,9,Potential
41162,84,14,2070231.76000,4,2,2,8,Potential
58987,35,14,2070301.74000,2,3,2,7,Potential
10910,53,13,2070338.04000,3,2,2,7,Potential
93131,161,13,2070350.57000,5,2,2,9,Potential
46198,134,14,2070399.41000,5,2,2,9,Potential
25582,169,17,2070425.94000,5,3,2,10,Potential
61435,36,16,2070478.79000,2,3,2,7,Potential
98840,73,13,2070520.48000,3,2,2,7,Potential
135077,97,12,2070534.10000,4,2,2,8,Potential
102208,142,14,2070634.73000,5,3,2,10,Potential
68228,61,12,2070695.61000,3,2,2,7,Potential
113105,101,15,2070725.98000,4,3,2,9,Potential
66650,160,13,2070742.40000,5,2,2,9,Potential
99280,2,12,2070762.21000,1,2,2,5,Need Attention
61226,59,15,2070806.08000,3,3,2,8,Potential
131615,16,14,2070829.59000,1,2,2,5,Need Attention
106229,46,14,2070983.10000,2,2,2,6,Need Attention
40622,25,15,2071001.43000,2,3,2,7,Potential
41180,96,14,2071025.81000,4,2,2,8,Potential
83858,16,14,2071081.54000,1,2,2,5,Need Attention
1681,33,15,2071109.19000,2,3,2,7,Potential
27629,113,17,2071120.28000,4,3,2,9,Potential
90866,179,12,2071128.75000,5,2,2,9,Potential
127801,154,12,2071162.66000,5,2,2,9,Potential
69848,19,12,2071174.61000,1,2,2,5,Need Attention
82034,12,14,2071189.39000,1,2,2,5,Need Attention
97703,59,9,2071245.56000,3,1,2,6,Need Attention
65609,81,9,2071302.53000,3,1,2,6,Need Attention
65122,13,19,2071318.06000,1,4,2,7,Potential
72887,52,13,2071319.59000,3,2,2,7,Potential
181,70,16,2071374.81000,3,3,2,8,Potential
130946,17,12,2071418.22000,1,2,2,5,Need Attention
40370,10,16,2071469.31000,1,3,2,6,Need Attention
86680,40,18,2071505.18000,2,3,2,7,Potential
27626,69,13,2071568.55000,3,2,2,7,Potential
4880,34,14,2071591.65000,2,2,2,6,Need Attention
57589,35,14,2071615.79000,2,2,2,6,Need Attention
72973,33,14,2071692.89000,2,2,2,6,Need Attention
17749,119,16,2071783.55000,4,3,2,9,Potential
95336,92,13,2071822.13000,4,2,2,8,Potential
123598,12,15,2071841.47000,1,3,2,6,Need Attention
32767,38,15,2071862.31000,2,3,2,7,Potential
96017,88,10,2071878.05000,4,1,2,7,Potential
11971,56,21,2071888.48000,3,4,2,9,Potential
21038,164,15,2071945.28000,5,3,2,10,Potential
48578,154,10,2071971.01000,5,2,2,9,Potential
75031,82,11,2071984.33000,3,2,2,7,Potential
136324,90,15,2071999.12000,4,3,2,9,Potential
33310,44,17,2072017.00000,2,3,2,7,Potential
13030,176,18,2072031.02000,5,3,2,10,Potential
20230,173,17,2072133.05000,5,3,2,10,Potential
7522,88,19,2072151.95000,4,4,2,10,Potential
27958,57,13,2072155.51000,3,2,2,7,Potential
53101,80,17,2072429.46000,3,3,2,8,Potential
141979,92,16,2072490.18000,4,3,2,9,Potential
113779,110,19,2072493.69000,4,4,2,10,Potential
106727,176,13,2072494.64000,5,2,2,9,Potential
142654,89,15,2072529.14000,4,3,2,9,Potential
7150,9,17,2072533.82000,1,3,2,6,Need Attention
135616,40,15,2072556.54000,2,3,2,7,Potential
67079,90,11,2072620.18000,4,2,2,8,Potential
145606,23,14,2072723.83000,2,2,2,6,Need Attention
90562,41,14,2072783.96000,2,2,2,6,Need Attention
147376,50,17,2072826.40000,2,3,2,7,Potential
14083,129,14,2072924.05000,5,2,2,9,Potential
68470,1,17,2073009.50000,1,3,2,6,Need Attention
24080,154,11,2073052.69000,5,2,2,9,Potential
39317,115,12,2073156.00000,4,2,2,8,Potential
7244,72,15,2073170.10000,3,3,2,8,Potential
102287,30,14,2073217.51000,2,2,2,6,Need Attention
93235,15,17,2073218.65000,1,3,2,6,Need Attention
42814,8,15,2073233.64000,1,3,2,6,Need Attention
112895,97,13,2073281.33000,4,2,2,8,Potential
20,68,14,2073301.93000,3,2,2,7,Potential
140203,13,17,2073361.38000,1,3,2,6,Need Attention
2624,96,11,2073382.18000,4,2,2,8,Potential
40576,48,13,2073565.91000,2,2,2,6,Need Attention
62723,63,11,2073627.28000,3,2,2,7,Potential
22949,9,13,2073659.51000,1,2,2,5,Need Attention
10744,132,14,2073810.36000,5,2,2,9,Potential
16136,1,10,2073883.72000,1,1,2,4,Need Attention
53420,3,15,2073912.14000,1,3,2,6,Need Attention
8936,28,12,2073916.15000,2,2,2,6,Need Attention
45454,79,18,2073935.58000,3,3,2,8,Potential
111577,27,12,2074022.24000,2,2,2,6,Need Attention
7019,33,11,2074098.84000,2,2,2,6,Need Attention
122720,155,17,2074197.14000,5,3,2,10,Potential
122261,63,14,2074255.16000,3,2,2,7,Potential
120266,4,12,2074264.73000,1,2,2,5,Need Attention
24997,80,12,2074267.62000,3,2,2,7,Potential
111890,94,10,2074271.62000,4,1,2,7,Potential
2807,4,11,2074278.27000,1,2,2,5,Need Attention
55991,87,15,2074280.77000,4,3,2,9,Potential
94624,149,19,2074321.96000,5,4,2,11,Loyal
2240,9,12,2074352.50000,1,2,2,5,Need Attention
51536,175,13,2074369.14000,5,2,2,9,Potential
80807,169,12,2074387.36000,5,2,2,9,Potential
113258,55,15,2074387.40000,3,3,2,8,Potential
65143,115,14,2074496.00000,4,2,2,8,Potential
77039,42,14,2074554.06000,2,2,2,6,Need Attention
25922,141,13,2074640.07000,5,2,2,9,Potential
1915,76,16,2074782.48000,3,3,2,8,Potential
20840,178,14,2074851.33000,5,2,2,9,Potential
143861,108,13,2074856.64000,4,2,2,8,Potential
112874,9,13,2074944.20000,1,2,2,5,Need Attention
43375,106,15,2074950.12000,4,3,2,9,Potential
148703,44,13,2074967.40000,2,2,2,6,Need Attention
15871,16,14,2074998.72000,1,3,2,6,Need Attention
33328,63,12,2075029.57000,3,2,2,7,Potential
112063,11,14,2075046.86000,1,2,2,5,Need Attention
49940,152,12,2075113.45000,5,2,2,9,Potential
123542,84,14,2075182.43000,4,2,2,8,Potential
134105,93,19,2075190.25000,4,4,2,10,Potential
96085,33,17,2075202.03000,2,3,2,7,Potential
117655,169,15,2075356.14000,5,3,2,10,Potential
137170,131,15,2075387.07000,5,3,2,10,Potential
119965,58,15,2075393.13000,3,3,2,8,Potential
118424,45,17,2075440.17000,2,3,2,7,Potential
93551,171,14,2075451.56000,5,2,2,9,Potential
41896,62,14,2075533.13000,3,2,2,7,Potential
60512,178,12,2075598.14000,5,2,2,9,Potential
103435,31,14,2075674.70000,2,3,2,7,Potential
131653,49,15,2075712.59000,2,3,2,7,Potential
105926,33,12,2075728.87000,2,2,2,6,Need Attention
103223,143,15,2075740.86000,5,3,2,10,Potential
134972,48,12,2075744.35000,2,2,2,6,Need Attention
121865,8,14,2075750.73000,1,3,2,6,Need Attention
45685,171,14,2075821.42000,5,2,2,9,Potential
56771,7,14,2075826.77000,1,2,2,5,Need Attention
121745,55,14,2075833.85000,3,2,2,7,Potential
101087,166,15,2075863.07000,5,3,2,10,Potential
75212,65,17,2075904.60000,3,3,2,8,Potential
148432,115,18,2075940.59000,4,3,2,9,Potential
112139,175,13,2076023.92000,5,2,2,9,Potential
29620,80,14,2076069.48000,3,2,2,7,Potential
79655,9,13,2076093.64000,1,2,2,5,Need Attention
140897,40,10,2076095.12000,2,1,2,5,Need Attention
31247,33,14,2076327.64000,2,2,2,6,Need Attention
122929,71,14,2076376.59000,3,2,2,7,Potential
135568,106,18,2076382.79000,4,3,2,9,Potential
91004,14,11,2076415.66000,1,2,2,5,Need Attention
100388,163,11,2076464.63000,5,2,2,9,Potential
55517,8,14,2076566.31000,1,2,2,5,Need Attention
13865,55,14,2076573.88000,3,2,2,7,Potential
52442,12,12,2076631.70000,1,2,2,5,Need Attention
120194,76,14,2076715.53000,3,3,2,8,Potential
135385,105,13,2076872.08000,4,2,2,8,Potential
65023,94,12,2076882.70000,4,2,2,8,Potential
138449,6,13,2076922.03000,1,2,2,5,Need Attention
103241,95,14,2077049.29000,4,2,2,8,Potential
95162,67,15,2077084.38000,3,3,2,8,Potential
75259,58,15,2077094.49000,3,3,2,8,Potential
9779,9,13,2077125.19000,1,2,2,5,Need Attention
62180,34,13,2077175.80000,2,2,2,6,Need Attention
108572,36,12,2077312.09000,2,2,2,6,Need Attention
122165,51,11,2077319.49000,3,2,2,7,Potential
68393,111,15,2077351.76000,4,3,2,9,Potential
96523,57,15,2077351.77000,3,3,2,8,Potential
111760,31,14,2077373.34000,2,3,2,7,Potential
25118,11,14,2077381.57000,1,2,2,5,Need Attention
134405,69,14,2077414.39000,3,2,2,7,Potential
80795,67,14,2077519.93000,3,2,2,7,Potential
109051,48,19,2077535.51000,2,4,2,8,Potential
115966,50,18,2077647.75000,3,3,2,8,Potential
134290,98,16,2077688.40000,4,3,2,9,Potential
105239,88,12,2077881.67000,4,2,2,8,Potential
88130,60,13,2078014.86000,3,2,2,7,Potential
41117,173,13,2078027.01000,5,2,2,9,Potential
13757,42,13,2078066.99000,2,2,2,6,Need Attention
2015,91,10,2078109.63000,4,1,2,7,Potential
84100,110,16,2078115.16000,4,3,2,9,Potential
83776,141,13,2078197.42000,5,2,2,9,Potential
135443,128,14,2078197.62000,5,2,2,9,Potential
73021,116,16,2078239.05000,4,3,2,9,Potential
102221,23,11,2078253.54000,2,2,2,6,Need Attention
38257,101,15,2078307.65000,4,3,2,9,Potential
69845,166,15,2078310.93000,5,3,2,10,Potential
23200,100,15,2078377.02000,4,3,2,9,Potential
114686,94,13,2078380.56000,4,2,2,8,Potential
10411,101,20,2078422.53000,4,4,2,10,Potential
107215,64,15,2078489.28000,3,3,2,8,Potential
130793,14,13,2078569.86000,1,2,2,5,Need Attention
117862,79,16,2078578.85000,3,3,2,8,Potential
81713,171,12,2078599.80000,5,2,2,9,Potential
65170,103,16,2078664.09000,4,3,2,9,Potential
140143,115,15,2078666.93000,4,3,2,9,Potential
122134,96,13,2078702.13000,4,2,2,8,Potential
26560,61,17,2078797.75000,3,3,2,8,Potential
33436,20,16,2078799.86000,1,3,2,6,Need Attention
38213,54,13,2078846.31000,3,2,2,7,Potential
148663,82,16,2078893.59000,3,3,2,8,Potential
108823,75,17,2078952.44000,3,3,2,8,Potential
85255,88,15,2078980.73000,4,3,2,9,Potential
58165,110,15,2079021.60000,4,3,2,9,Potential
35657,28,12,2079022.01000,2,2,2,6,Need Attention
13139,21,16,2079032.65000,1,3,2,6,Need Attention
116957,157,13,2079057.78000,5,2,2,9,Potential
95938,81,12,2079069.35000,3,2,2,7,Potential
125812,53,20,2079144.94000,3,4,2,9,Potential
148756,31,17,2079195.23000,2,3,2,7,Potential
116407,62,13,2079275.88000,3,2,2,7,Potential
82664,33,12,2079319.57000,2,2,2,6,Need Attention
110857,173,12,2079374.98000,5,2,2,9,Potential
50792,35,15,2079416.91000,2,3,2,7,Potential
146774,132,10,2079481.55000,5,1,2,8,Potential
35300,62,12,2079485.75000,3,2,2,7,Potential
126710,127,11,2079493.09000,5,2,2,9,Potential
88946,76,16,2079681.13000,3,3,2,8,Potential
83020,94,12,2079715.84000,4,2,2,8,Potential
120247,114,16,2079720.19000,4,3,2,9,Potential
41906,81,12,2079742.42000,3,2,2,7,Potential
81742,12,16,2079833.44000,1,3,2,6,Need Attention
97061,61,12,2079835.73000,3,2,2,7,Potential
75449,73,14,2079845.37000,3,2,2,7,Potential
28412,1,14,2079950.71000,1,2,2,5,Need Attention
59815,140,14,2079958.84000,5,2,2,9,Potential
121499,139,13,2079986.51000,5,2,2,9,Potential
75509,64,14,2080007.48000,3,2,2,7,Potential
113992,165,15,2080044.07000,5,3,2,10,Potential
40970,33,11,2080115.65000,2,2,2,6,Need Attention
124061,4,15,2080130.90000,1,3,2,6,Need Attention
121984,106,14,2080179.91000,4,2,2,8,Potential
92564,160,11,2080214.25000,5,2,2,9,Potential
63235,52,16,2080338.08000,3,3,2,8,Potential
32692,31,15,2080373.16000,2,3,2,7,Potential
22396,122,17,2080381.17000,4,3,2,9,Potential
92290,98,15,2080398.99000,4,3,2,9,Potential
48332,51,12,2080429.48000,3,2,2,7,Potential
139093,170,15,2080438.85000,5,3,2,10,Potential
126226,140,15,2080459.04000,5,3,2,10,Potential
27680,130,12,2080500.82000,5,2,2,9,Potential
6653,123,12,2080510.43000,4,2,2,8,Potential
41939,13,13,2080515.34000,1,2,2,5,Need Attention
117935,71,11,2080540.90000,3,2,2,7,Potential
106025,41,13,2080600.16000,2,2,2,6,Need Attention
140255,167,12,2080678.51000,5,2,2,9,Potential
123803,36,11,2080694.92000,2,2,2,6,Need Attention
3356,168,11,2080728.38000,5,2,2,9,Potential
25403,6,10,2080781.41000,1,1,2,4,Need Attention
84187,13,17,2080834.27000,1,3,2,6,Need Attention
67685,79,14,2080836.53000,3,2,2,7,Potential
65033,83,14,2080914.20000,4,2,2,8,Potential
65339,41,11,2080919.13000,2,2,2,6,Need Attention
65375,117,13,2081006.86000,4,2,2,8,Potential
48121,127,14,2081007.79000,5,2,2,9,Potential
38104,89,14,2081184.78000,4,2,2,8,Potential
108892,169,13,2081206.78000,5,2,2,9,Potential
